food_name,serving_size,calories,protein,fat,carbohydrates,sugar,dietary_fiber,saturated_fat,trans_fat,natrium
번_티라미수 번버거,100g,282,4.61,,,15.97,,8.48,,162
번_플레이번 모카,100g,337,9.2,8.05,54.02,11.49,,4.6,,180
번_플레이번 바닐라,100g,343,9.2,9.2,54.02,12.64,,5.75,,132
번_핫 치즈번,100g,392,6.67,,,16.67,,10,,31
번_호두카야번,100g,401,8.57,15.24,55.24,22,,8.57,0,136
번_모카크림 치즈번,100g,337,7.37,12.63,28.42,15.79,,5.26,0,222
번_아다지오생크림커피번,100g,404,5.6,,44,12.8,,18.4,0.28,245
번_아다지오커피번,100g,405,6,,55,13,,14,0.35,207
번_옥수수콘크림번,100g,316,5.75,16.09,37.93,12.64,,6.9,1.15,189
번_카페모카빵,100g,331,7.41,7.41,59.72,22.69,,3.24,0,282
번_카페모카빵 (소),100g,329,7.41,7.41,60.19,22.22,,3.43,0,191
번_커피콩빵,100g,374,5.84,,,27.08,,4.91,,208
베이글_깜빠뉴 베이글,100g,328,10.91,8.18,52.73,10,,0.82,0.32,119
베이글_뉴욕 치즈 타르트,100g,310,6,,,16,,9.2,,86
베이글_리얼 블루베리 베이글,100g,261,10,,,7,,0.3,,29
베이글_리얼 치즈 베이글,100g,273,10.91,,,5.45,,2.55,,75
베이글_메이플 크림치즈 베이글,100g,301,10.59,,,6.47,,7.65,,85
베이글_바질&토마토 크림치즈 베이글,100g,292,9.29,,,5.46,,6.56,,96
베이글_베이컨 파 크림치즈 베이글,100g,294,7.22,,,6.67,,11.11,,135
베이글_블루베리 베이글&크림치즈,100g,269,8.7,,,5.07,,5.94,,500
베이글_블루베리 베이글,100g,325,10.91,,,13.64,,0.36,,514
베이글_블루베리 베이글,100g,305,10.58,,,15.87,,1.76,,446
베이글_블루베리 베이글,100g,280,7,,,9,,1.3,,326
베이글_블루베리 베이글,100g,325,10,,,14.55,,0.36,,251
베이글_블루베리 베이글,100g,255,9.09,,,5.45,,1.09,,191
베이글_블루베리 베이글,100g,291,9.09,2.73,58.18,13.64,,0.91,,131
베이글_블루베리베이글&크림치즈,100g,306,11,,,8,,0.7,,470
베이글_블루베리 베이글,100g,318,10,7.27,52.73,10,,1,0,333
베이글_블루베리 베이글,100g,306,11,,,8,,0.7,,333
베이글_블루베리 베이글,100g,305,10.58,,,15.96,,1.68,,60
베이글_블루베리 베이글,100g,307,8,,,12,,1.2,,243
베이글_블루베리 베이글허니월넛크림치즈,100g,284,7.37,,,8.42,,3.89,,239
베이글_뺑오레젱,100g,375,5.88,,,13.24,,13.24,,31
베이글_어니언 베이글,100g,290,9.7,,,13.23,,1.76,,168
베이글_어니언 베이글,100g,280,7,,,9,,1.3,,309
베이글_어니언 베이글,100g,324,10.91,,,10,,0.36,,306
베이글_어니언 베이글,100g,258,9.09,,,5.45,,1,,203
베이글_어니언 베이글,100g,291,10,1.82,58.18,11.82,,0.91,,32
베이글_어니언베이글&크림치즈,100g,293,10,,,5,,0.6,,136
베이글_어니언 베이글,100g,293,10,,,5,,0.6,,459
베이글_어니언 베이글,100g,290,9.7,,,13.14,,1.76,,106
베이글_에그 햄 치즈 베이글,100g,227,11.43,,33.33,5.71,,0.95,0,183
베이글_월넛 크림치즈 베이글,100g,322,10,,,6.67,,7.22,,183
베이글_치즈 베이글,100g,324,10,,,7.27,,4.64,,272
베이글_컬러 베이글,100g,241,5.73,,,6.36,,0,,58
베이글_크로플 with 젤라또,100g,329,4.74,,,15.79,,10.53,,218
베이글_크림치즈 베이글,100g,319,9,,,3,,10,,267
베이글_크림치즈 베이글,100g,268,7.37,,,5.26,,3.58,,31
베이글_플레인 베이글&크림치즈,100g,298,10,,,4,,0.7,,400
베이글_플레인 베이글&크림치즈,100g,265,9.42,,,4.35,,5.87,,65
베이글_플레인 베이글,100g,316,10.91,,,10,,0.45,,326
베이글_플레인 베이글,100g,280,10.58,,,10.58,,1.76,,550
베이글_플레인 베이글,100g,295,11,,,6,,0.6,,53
베이글_플레인 베이글,100g,277,10,,,10.91,,1.36,,89
베이글_플레인 베이글,100g,316,10.91,,,10,,0.45,,96
베이글_플레인 베이글,100g,251,10,,,4.55,,1,,133
베이글_플레인 베이글,100g,277,9.09,1.82,55.45,11.82,,0.91,,133
베이글_플레인 베이글,100g,273,10,1.64,54.55,6.36,,0.36,0,59
베이글_플레인 베이글,100g,298,10,,,4,,0.7,,125
베이글_플레인 베이글,100g,280,10.58,,,10.93,,1.41,,326
베이글_플레인베이글,100g,264,9.09,,,8.18,,0,,600
베이글_플레인 베이글피자,100g,239,7.78,,,5.56,,3.67,,625
베이글_플레인 베이글허니월넛크림치즈,100g,305,7.37,,,7.37,,4.42,,800
베이글_호두베이글,100g,277,10.91,,,6.36,,0.45,,624
베이글_갈릭크림치즈 베이글,100g,320,7.35,11.76,45.59,7.35,,5.88,0.26,78
베이글_갈릭크림치즈 베이글(파베이크),100g,329,7.14,12.86,44.29,7.86,,7.14,0.43,150
베이글_데일리블루베리 베이글,100g,288,8.57,,,9.52,,0.29,,101
베이글_데일리월넛 베이글,100g,370,9.52,,,8.57,,0.29,,160
베이글_멀티그레인 베이글,100g,303,9.02,9.02,45.9,5.74,,2.05,0,150
베이글_멀티그레인 베이글&허니월넛크림치즈,100g,296,8.38,8.38,46.11,5.99,,2.28,0,317
베이글_메이플피칸 베이글,100g,276,7.76,7.76,44.83,6.03,,1.98,0,321
베이글_무화과 크림치즈 베이글,100g,285,6.7,8.4,45.7,14,,5.9,,178
베이글_바질 베이글,100g,268,10,2.73,50.91,3.64,,0.36,0.32,172
베이글_바질 베이글,100g,339,10,,59,13,,2.5,,190
베이글_버터 베이글,100g,353,10,,58,13,,4.9,,190
베이글_베이글 먹물치즈,100g,249,9.52,1.43,49.52,6.67,,0.29,0,233
베이글_베이글 블루베리,100g,267,9.52,,54.29,5.71,,7.62,0,311
베이글_베이글 초코,100g,276,13.33,,50.48,6.67,,7.62,0,1609
베이글_베이글 크랜베리·호두,100g,286,13.33,5.71,47.62,5.71,,2.67,0,26
베이글_베이글 플레인,100g,200,20.95,7.62,,1.9,,7.62,0,434
베이글_베이컨갈릭크림치즈,100g,325,11,15.9,34.4,9.2,,7.4,,79
베이글_블랙올리브 베이글&어니언부추크림치즈,100g,279,7.54,12.06,34.17,5.03,,7.54,0.3,102
베이글_블랙올리브 베이글&어니언부추크림치즈(파베이크),100g,292,7.29,11.98,37.5,5.21,,7.81,0.52,0
베이글_블랙올리브 베이글(파베이크),100g,288,7.5,5.83,50,5.83,,3.08,0,364
베이글_블랙올리브치즈 베이글,100g,274,7.94,6.35,44.44,5.56,,2.62,0,194
베이글_블루베리 베이글,100g,251,10,,,4.55,,1,,143
베이글_블루베리 베이글,100g,272,6.9,37.93,50,13.79,,2.24,0,91
베이글_블루베리 베이글&허니월넛크림치즈,100g,273,6.83,3.73,49.07,11.8,,2.3,0,352
베이글_소시지 인 치즈 베이글,100g,283,12.96,,,1.85,,4.63,,126
베이글_시금치바질&토마토크림치즈,100g,271,7.32,9.76,38.54,5.37,,5.85,0.17,173
베이글_시금치바질 베이글&플레인크림치즈,100g,273,7.5,9.5,38.5,5.5,,6.5,0.18,197
베이글_시금치바질 베이글&플레인크림치즈(파베이크),100g,284,7.54,10.55,38.69,5.53,,7.54,0.18,280
베이글_시금치바질 베이글(파베이크),100g,286,8.06,,51.61,6.45,,2.9,2.9,199
베이글_씨앗 베이글,100g,289,8.94,6.5,47.97,5.69,,1.71,0,336
베이글_씨앗 베이글&솔티드카라멜크림치즈,100g,305,8,12.5,40,7.5,,5.5,0.18,245
베이글_어니언 베이글,100g,293,10,,,5,,1,,186
베이글_어니언 베이글,100g,280,11,3,52,1,,0.2,0,499
베이글_어니언 베이글,100g,258,9.09,,,5.45,,1,,256
베이글_어니언 베이글,100g,290,10,,,13.09,,1.73,,483
베이글_어니언 베이글,100g,280,7.76,6.03,48.28,6.03,,2.41,0,177
베이글_어니언 베이글&고추장아찌크림치즈,100g,258,7,9.5,35.5,5.5,,6.5,0.18,178
베이글_어니언치즈크림,100g,299,2.9,25.4,,11.6,,12.6,,213
베이글_쪽파 베이컨 크림치즈 베이글,100g,297,9.2,13.4,35,6.8,,8.2,,108
베이글_쫀득쫀득소시지 베이글,100g,284,12.61,16.22,20.72,2.7,,6.31,0,314
베이글_치즈 베이글,100g,279,10.83,,,10.83,,1.42,,283
베이글_콘치즈피자 베이글,100g,226,8.33,9.03,28.47,5.56,,3.4,0,222
베이글_크림치즈 프레즐,100g,279,8,,,8,,4,,95
베이글_트러플치즈 베이글,100g,273,10,3.18,50,5.45,,1.91,0.06,102
베이글_플레인 리코타 치즈 베이글,100g,242,8.33,,,7.5,,0.83,,47
베이글_플레인 베이글,100g,298,10,,,4,,1,,61
베이글_플레인 베이글,100g,260,12,1.1,51,1,,0.2,0,342
베이글_플레인 베이글,100g,251,10,,,4.55,,1,,129
베이글_플레인 베이글,100g,281,10.91,,,11,,1.36,,242
베이글_플레인 베이글,100g,267,7.76,3.53,50,6.03,,1.9,0,630
베이글_플레인 베이글&솔티드카라멜크림치즈,100g,300,7.18,13.33,36.92,9.23,,8.21,0,630
베이글_플레인 베이글&솔티드카라멜크림치즈(파베이크),100g,327,7.54,15.08,39.7,10.05,,8.54,0,410
베이글_플레인 베이글&허니월넛크림치즈(파베이크),100g,290,7.93,5.49,51.22,6.71,,2.99,0,204
베이글_플레인 베이글(파베이크),100g,300,8.33,5,54.17,6.67,,3,0,219
샌드위치_B.E.L.T. 샌드위치,100g,191,8.09,,,2.98,,2.98,,520
샌드위치_B.E.L.T. 샌드위치,100g,222,7.95,9.85,25.38,4.92,,3.03,0.1,100
샌드위치_B.L.T 샌드위치,100g,225,8.3,7.88,30.29,3.32,,2.49,,398
샌드위치_BELT 클럽 샌드위치,100g,232,9.47,,,3.16,,4.21,,236
샌드위치_BLT 샌드위치,100g,179,7.62,,,4.29,,1.62,,161
샌드위치_BLT 샌드위치,100g,243,8,,,2,,8,,189
샌드위치_NEW 파니니 불고기 에그,100g,241,10.45,,,2.27,,2.73,,272
샌드위치_고르곤졸라 불고기 파니니,100g,228,9,1.5,,27,,,,217
샌드위치_그릭치킨 샌드위치,100g,184,12.22,5,22.22,2.78,,1.17,0,442
샌드위치_꽃살크래미 반미 샌드위치,100g,181,5.58,,25.28,3.35,,1.64,,245
샌드위치_단호박 에그 샌드위치,100g,186,6.32,,,3.16,,2.26,,475
샌드위치_단호박크림치즈 샌드위치,100g,181,4.38,7.66,23.36,6.2,,1.82,0.18,105
샌드위치_대만식 샌드위치 에그듬뿍샌드,100g,296,7.5,,,5,,5.75,,155
샌드위치_대만식 샌드위치 초코크림샌드,100g,329,5.71,,,17.14,,7.14,,475
샌드위치_대만식 샌드위치 햄치즈,100g,234,11.69,,,5.19,,8.83,,100
샌드위치_돌코롬 쫍지롱 와플 샌드,100g,383,7.14,,,16.67,,6.19,,94
샌드위치_딸기 에그 번 샌드위치,100g,286,6.37,,,13.16,,4.23,,163
샌드위치_떡갈비 치즈 곡물 샌드위치,100g,153,1.93,7.25,,8.7,,,,246
샌드위치_룻티아 오 샌드 피넛,100g,394,6.25,,,13.75,,11.25,,252
샌드위치_리코타 딸기 샌디,100g,225,3.38,,,18,,5.28,,9
샌드위치_먹물치킨 치아바타,100g,213,15.56,,,1.48,,2.52,,87
샌드위치_멕시칸 파니니,100g,264,13.76,,,2.75,,6.42,,178
샌드위치_멜팅치즈&비프 샌드위치,100g,171,11.42,,,2.28,,2.24,,87
샌드위치_무화과 햄 바게트 샌드위치,100g,293,7.86,,,9.29,,5,,178
샌드위치_미트 번 샌드위치,100g,254,5.89,,,7.26,,3.74,,400
샌드위치_바베큐 치킨 깜빠뉴 샌드위치,100g,273,14,,,2.67,,2.67,,290
샌드위치_바베큐치킨 파니니,100g,159,14.75,,,8.29,,1.84,,27
샌드위치_바질 토마토&치킨 샌드위치,100g,205,10.77,,,3.59,,2.05,,430
샌드위치_반반마요 에그 감자 샌드위치,100g,240,9.12,,,3.16,,2.35,,160
샌드위치_베리머치감자 샌드위치,100g,238,3.33,,,6.67,,5.83,,195
샌드위치_베리머치에그 샌드위치,100g,324,8.57,,,1.9,,8.57,,61
샌드위치_베이컨체다 베이글,100g,283,10.12,,,5.36,,7.14,,2
샌드위치_브렉퍼스트 잉글리쉬 머핀,100g,260,12,,,2,,4.67,,213
샌드위치_브리젤라,100g,253,5.26,,,16.84,,7.37,,116
샌드위치_비프&에그 샌드위치,100g,213,10.45,,,1.82,,3.64,,162
샌드위치_사라다빵,100g,206,4.8,,,4.27,,2.67,,24
샌드위치_샐러드빵,100g,185,6.92,,,8.46,,2.69,,137
샌드위치_소불고기 깜빠뉴 샌드위치,100g,230,10,,,1.43,,2.36,,442
샌드위치_소프트 잠봉뵈르 샌드위치,100g,277,9.14,,,2.86,,8,,71
샌드위치_스크램블에그 샌드위치,100g,279,10.59,,,4.12,,5.88,,92
샌드위치_스파이시치킨샐러드랩,100g,193,6.44,,,2.58,,4.72,,400
샌드위치_식물성대체육옴미니트샐러드랩,100g,198,6.94,,,2.45,,2.86,,316
샌드위치_에그 마요 샌드위치,100g,241,11.48,,,1.48,,2.59,,650
샌드위치_에그 반미 샌드위치,100g,316,8.55,,,4.4,,3.95,,650
샌드위치_에그 번 샌드위치,100g,289,6.95,,,7.85,,4.7,,650
샌드위치_에그 베이컨 과카몰리 샌드위치,100g,261,9.44,,,3.33,,3.89,,194
샌드위치_에그마요 반미 샌드위치,100g,237,7.95,,20.86,0.99,,3.31,,311
샌드위치_오리지널 불고기 반미 샌드위치,100g,182,9.6,,21.52,3.64,,1.42,,392
샌드위치_올리브 베이컨 치아바타 샌드위치,100g,283,12.63,,,1.52,,3.54,,440
샌드위치_올리브치킨 파니니,100g,265,16.02,,,0.49,,4.37,,17
샌드위치_잉글리쉬 머핀 샌드위치,100g,218,11.67,8.33,24.17,3.33,,2.08,0,249
샌드위치_잉글리쉬 머핀 샌드위치,100g,282,10,5,,3.57,,,,140
샌드위치_잉글리쉬머핀 샌드위치,100g,100,4.95,,,1.06,,1.13,,123
샌드위치_잠봉 멀티그레인 파니니,100g,248,8,,,2.5,,1.75,,128
샌드위치_잠봉뵈르 샌드위치,100g,290,15.48,,,2.58,,7.1,,133
샌드위치_잠봉뵈르 샌드위치,100g,418,8.84,,,0.5,,14.14,,125
샌드위치_제주 흑돼지 아보카도 샌드위치,100g,216,7.78,,,3.59,,11.38,,130
샌드위치_제주당근에그마요 샌드위치,100g,261,10,,,2.01,,2.73,,138
샌드위치_참치클럽 샌드위치,100g,196,8,,,3,,2.6,,480
샌드위치_추억의야채사라다빵,100g,161,4,,,6,,1.8,,275
샌드위치_치즈 파니니,100g,282,10.26,,,2.56,,4.87,,155
샌드위치_치킨 클럽,100g,202,8.75,,,2.08,,2.5,,155
샌드위치_칠리소시지바게트 샌드위치,100g,233,10.92,,,2.52,,4.62,,364
샌드위치_콘 치즈 샌드위치,100g,237,5.38,,,4.48,,0,,204
샌드위치_콘참치샌드,100g,201,5,,,11.25,,1,,342
샌드위치_콤비네이션 샌드위치,100g,183,8.47,,,5.29,,1.59,,204
샌드위치_쿠키 & 크림 샌디,100g,259,3.6,,,17.31,,7.76,,180
샌드위치_크랜베리 치킨 샌드위치,100g,238,7.5,,,9.58,,3.33,,418
샌드위치_크랜베리 치킨 치즈 샌드위치,100g,220,8.76,,,4.12,,2.42,,400
샌드위치_크랜베리치킨 샌드위치,100g,197,7.79,9.02,20.9,6.15,,2.05,0,181
샌드위치_크로크 무슈,100g,257,11.18,,,2.35,,5.88,,229
샌드위치_크로크 무슈,100g,422,20,,,3.57,,11.43,,77
샌드위치_크로크무슈,100g,294,13.75,6.25,,3.75,,,,169
샌드위치_크로크무슈,100g,320,10.88,,,5.44,,8.16,,293
샌드위치_크로크무슈,100g,277,12.86,,,2.29,,6.43,,260
샌드위치_크로크무슈,100g,269,11.18,,,2.94,,2.82,,197
샌드위치_크로크무슈,100g,277,7.14,,,11.43,,1.43,,22
샌드위치_크로크무슈,100g,270,11.88,,,2.5,,5.5,,148
샌드위치_크로크무슈,100g,277,7.14,,,11.43,,1.43,,81
샌드위치_크로크무슈,100g,257,42.94,,,2.35,,5.88,,204
샌드위치_크로크무슈,100g,277,14.89,,,3.55,,8.51,,630
샌드위치_크로크무슈,100g,294,13.75,,,3.75,,6.25,,363
샌드위치_클래식루벤 샌드위치,100g,218,13.62,,,1.88,,4.23,,273
샌드위치_토마토모짜렐라 샌드위치,100g,247,10.67,14.61,18.54,2.81,,4.49,0.2,290
샌드위치_통밀후레쉬 샌드위치 (H),100g,211,7.89,,,6.14,,3.42,,150
샌드위치_통밀후레쉬 샌드위치,100g,211,7.89,,,6.14,,3.42,,173
샌드위치_트리플머쉬룸치즈 파니니,100g,164,7.52,,,2.65,,2.17,,155
샌드위치_티라미수 샌디,100g,249,3.87,,,16.4,,7.68,,119
샌드위치_ 파니니 바비큐 치킨,100g,202,7.73,,,2.27,,1.14,,27
샌드위치_페스토 햄 모짜렐라 샌드위치,100g,243,13.51,,,4.32,,2.22,,213
샌드위치_페스토햄치즈 파니니,100g,269,11.29,,,1.61,,6.45,,31
샌드위치_페퍼로니 머쉬룸 깜빠뉴,100g,303,16.11,,,0.56,,2.78,,219
샌드위치_페퍼로니 피자 샌드위치,100g,287,13.33,,,4.67,,6,,162
샌드위치_프룻티아 오 샌드 스트로베리,100g,344,6.25,,,10,,11.25,,80
샌드위치_플랜트 햄&루꼴라 샌드위치,100g,178,5.56,,,4.44,,0.72,,77
샌드위치_필리스테이크바게트 파니니,100g,227,8.18,,,4.55,,2.73,,75
샌드위치_할라피뇨 치킨 샌드위치,100g,169,9.94,,,2.76,,0.55,,187
샌드위치_할라피뇨스테이크바게트 샌드위치,100g,244,10.25,,,3.28,,4.51,,362
샌드위치_햄 에그 번 샌드위치,100g,285,7.84,,,7.25,,4.77,,151
샌드위치_햄&루꼴라 올리브 샌드위치,100g,197,10.53,,,2.11,,2.47,,160
샌드위치_햄&에그 반미 샌드위치,100g,164,7.81,,21.93,1.12,,1.34,,160
샌드위치_햄앤치즈샌드,100g,281,8,,,12,,4.8,,115
샌드위치_햄앤치즈 샌드위치,100g,269,7.5,,,11.25,,3.38,,115
샌드위치_햄에그 치아바타,100g,266,12.9,,,3.23,,2.58,,157
샌드위치_햄치즈 샌드위치,100g,185,5.51,5.91,27.56,3.54,,2.76,,157
샌드위치_햄치즈 잉글리쉬머핀 샌드위치,100g,259,11.67,,,6.67,,2.67,,157
샌드위치_훈제베이컨에그 반미 샌드위치,100g,218,11.07,,22.14,1.53,,3.21,,157
샌드위치_BELT 샌드위치,100g,176,5.93,,,3.39,,2.12,,520
샌드위치_그릴치킨 당근라페 샌드위치,100g,167,10.29,,,6.37,,1.27,,520
샌드위치_단호박 크림치즈 샌드위치,100g,164,4.38,,,6.2,,1.82,,344
샌드위치_더블햄모짜렐라 샌드위치,100g,192,7.14,,,3.33,,1.71,,520
샌드위치_리터샌드,100g,381,10,,37.5,8.75,,8.75,,520
샌드위치_매콤치킨랩 샌드위치,100g,182,8,,,13.6,,2.8,,520
샌드위치_멜팅치즈 샌드위치,100g,329,13.33,,,5,,7.5,,105
샌드위치_바질토마토 치킨 소금빵,100g,292,14.94,,,3.45,,4.6,,195
샌드위치_버터품은 설탕치즈 크로와상 샌드위치,100g,293,8.75,20,32.5,10,,11.25,0,31
샌드위치_볼빨간 생딸기 생크림 크로와상 샌드위치,100g,186,3.23,4.52,19.35,5.81,,3.23,0,83
샌드위치_불고기치즈 바게트,100g,279,10.91,,,4.24,,6.06,,75
샌드위치_불고기 파니니,100g,261,8.15,,,2.22,,0,,75
샌드위치_살라미에멘탈 샌드위치,100g,208,7.7,8.5,25.1,4,,2.6,,50
샌드위치_에그마요 소금빵,100g,259,9.15,,,1.31,,7.19,,620
샌드위치_에그쉬림프 샌드위치,100g,205,7.59,,,5.36,,3.13,,630
샌드위치_에그쏙텐더 샌드위치,100g,183,6.77,,,3.69,,1.85,,80
샌드위치_에그튜나 샌드위치,100g,254,8.96,,,5.22,,3.73,,300
샌드위치_에멘탈 햄치즈 소금빵,100g,362,11.59,,,5.8,,7.25,,300
샌드위치_여봉 잠봉뵈르 먹어 크로와상 샌드위치,100g,367,13,24,22,3,,14,1,300
샌드위치_인절미 토스트,100g,301,5.88,,,2.35,,1.76,,582
샌드위치_카야치즈토스트,100g,270,7.04,,,14.72,,5.77,,417
샌드위치_카야토스트,100g,286,5.07,,,14.78,,6.81,,93
샌드위치_콰트로치즈 파니니,100g,285,13.81,,37.35,4.19,,4.38,,7
샌드위치_크랜베리치킨 베이글 샌드위치,100g,233,9.02,,,6.77,,3.01,,499
샌드위치_크로크무슈,100g,361,20.87,,,4.35,,9.57,,0
샌드위치_크로크무슈,100g,422,20,,,3.57,,11.43,,67
샌드위치_토마토아이올리 샌드위치,100g,221,9.5,11.2,20.5,2.1,,1.9,,250
샌드위치_통밀튜나 샌드위치,100g,270,8.2,,,8.2,,3.93,,170
샌드위치_트리플 치즈 포카치아,100g,304,15.71,,,1.43,,7.14,,170
샌드위치_페퍼로니 파니니,100g,305,9.08,,34.33,3.03,,2,,183
샌드위치_피크닉튜나 샌드위치,100g,251,8.23,,,6.17,,3.7,,83
샌드위치_핫치킨 파니니,100g,289,14.72,,37.48,6.11,,2.36,,83
샌드위치_햄&에그 로메인 샌드위치,100g,203,9.85,,,3.79,,2.65,,105
샌드위치_햄에그 파니니,100g,304,12.9,,,2.58,,2.19,,100
샌드위치_햄치즈 샌드위치,100g,378,12.08,,,5.71,,8.83,,224
샌드위치_햄치즈잉글리시 머핀,100g,314,12.12,,43.08,4.69,,3.65,,262
샌드위치_햄치즈 토스트,100g,283,12.86,,,2.86,,4.29,,255
샌드위치_햄치토 크로와상 샌드위치,100g,137,3.48,8.26,12.61,3.04,,3.04,0,278
소보로빵_단팥소보루,100g,283,7.63,,,18.33,,3.25,,137
소보로빵_달콤고소한밤롤브레드,100g,290,7,,,13,,2.7,,700
소보로빵_땅콩크림 소보로,100g,456,7.84,,,20.59,,15.69,,160
소보로빵_맘모스 딸기,100g,361,8,,,20,,4.8,,168
소보로빵_맘모스브레드 (H),100g,368,7.06,,,21.18,,5.88,,132
소보로빵_맘모스브레드,100g,365,7,,,21,,6,,126
소보로빵_맘모스빵,100g,348,7.2,,,18.4,,7.6,,314
소보로빵_밤롤브레드,100g,300,7,,,13,,2.8,,292
소보로빵_생크림 소보로,100g,414,7.53,,,18.28,,12.9,,223
소보로빵_생크림 소보루,100g,388,8.24,,,18.82,,9.41,,350
소보로빵_생크림소보루,100g,370,6.96,,,17.39,,8.7,,160
소보로빵_소보로빵,100g,421,9.21,,,19.74,,10.53,,171
소보로빵_소보로빵,100g,356,9.3,11.3,54.2,11.2,,5.3,,544
소보로빵_소보루빵,100g,383,9.72,,,18.06,,5.83,,234
소보로빵_소보루빵,100g,388,8.24,,,18.82,,7.06,,230
소보로빵_스위트밀크브레드,100g,305,8,,,18,,2.8,,210
소보로빵_쑥이듬뿍 맘모스,100g,331,8.06,,,19.35,,6.45,,60
소보로빵_쫄깃한 찰떡맘모스 (1/4),100g,338,6.25,,,13.75,,5.63,,463
소보로빵_쫄깃한 찰떡맘모스 (1/8),100g,338,7.5,,,15,,5.5,,750
소보로빵_쫄깃한 찰떡맘모스 (H),100g,338,6.88,,,13.75,,5.63,,425
소보로빵_쫄깃한 찰떡맘모스,100g,339,6.88,,,14.06,,5.63,,400
소보로빵_찹쌀숨은 소보루,100g,290,8,,,11,,2.7,,127
소보로빵_튀김 소보로,100g,394,7.06,,,22.35,,4.12,,151
소보로빵_PB달콤한크림정통소보루,100g,364,7.27,17.27,46.36,16.36,,8.18,0,60
소보로빵_PB정통소보루,100g,388,8.75,15,55,18.75,,6.25,0,169
소보로빵_밤소보루맘모스,100g,288,7.14,8.93,48.21,17.86,,3.57,0,385
소보로빵_밤소보루맘모스 (H),100g,289,6.43,8.57,47.86,17.86,,4.29,0,239
소보로빵_소보루 완두앙금빵,100g,248,5.71,5.71,44.76,20,,2.76,0,345
소보로빵_소보루생크림빵,100g,355,6.36,19.09,40,13.64,,3.36,4.55,328
소보로빵_진짜고구마 소보로,100g,348,6.09,,,22.61,,9.57,,345
소보로빵_클래식딸기잼 맘모스,100g,401,6.49,,,21.08,,11.89,,154
소세지빵_감자샐러드 소세지빵,100g,319,10.37,,,4.44,,5.93,,259
소세지빵_돌돌말린모짜렐라치즈소시지,100g,292,12.8,,,2.4,,3.68,,183
소세지빵_든든한통소시지빵,100g,276,8.82,,,5.29,,5.29,,425
소세지빵_롱소시지 빼로야,100g,341,14.81,,,3.7,,8.89,,400
소세지빵_뽀드득그릴소시지,100g,248,7.83,,,5.22,,4.35,,22
소세지빵_소세지빵,100g,260,9.87,,,0.52,,5.71,,151
소세지빵_소시지빵(낙엽빵),100g,298,11.7,,,5.32,,6.38,,243
소세지빵_소시지소프트프랑스,100g,315,9.88,19.14,25.31,6.17,,4.94,0.22,38
